iata,name,city,state,country,latitude,longitude
Z91324,"3rd Party-Northridge-CA",Northridge,CA,USA,34.2404,-118.55
Z91331,"3rd Party-Pacoima-CA",Pacoima,CA,USA,34.2547,-118.424
Z91335,"3rd Party-Reseda-CA",Reseda,CA,USA,34.2001,-118.541
Z91340,"3rd Party-San Fernando-CA","San Fernando",CA,USA,34.2849,-118.438
Z91342,"3rd Party-Sylmar-CA",Sylmar,CA,USA,34.3079,-118.429
Z91343,"3rd Party-North Hills-CA","North Hills",CA,USA,34.2395,-118.482
Z91344,"3rd Party-Granada Hills-CA","Granada Hills",CA,USA,34.2776,-118.5
Z91350,"3rd Party-Santa Clarita-CA","Santa Clarita",CA,USA,34.4812,-118.428
Z91351,"3rd Party-Canyon Country-CA","Canyon Country",CA,USA,34.4248,-118.445
Z91352,"3rd Party-Sun Valley-CA","Sun Valley",CA,USA,34.2241,-118.376
Z91355,"3rd Party-Valencia-CA",Valencia,CA,USA,34.4065,-118.562
Z91356,"3rd Party-Tarzana-CA",Tarzana,CA,USA,34.1643,-118.545
Z91360,"3rd Party-Thousand Oaks-CA","Thousand Oaks",CA,USA,34.2088,-118.873
Z91361,"3rd Party-Westlake Village-CA","Westlake Village",CA,USA,34.1435,-118.856
Z91364,"3rd Party-Woodland Hills-CA","Woodland Hills",CA,USA,34.1582,-118.601
Z91367,"3rd Party-Woodland Hills-CA","Woodland Hills",CA,USA,34.1762,-118.62
Z91381,"3rd Party-Stevenson Ranch-CA","Stevenson Ranch",CA,USA,34.3847,-118.587
Z91384,"3rd Party-Castaic-CA",Castaic,CA,USA,34.4788,-118.653
Z91401,"3rd Party-Van Nuys-CA","Van Nuys",CA,USA,34.1765,-118.433
Z91402,"3rd Party-Panorama City-CA","Panorama City",CA,USA,34.2238,-118.443
Z91403,"3rd Party-Sherman Oaks-CA","Sherman Oaks",CA,USA,34.1525,-118.464
Z91405,"3rd Party-Van Nuys-CA","Van Nuys",CA,USA,34.1997,-118.447
Z91406,"3rd Party-Van Nuys-CA","Van Nuys",CA,USA,34.2015,-118.494
Z91413,"3rd Party-Sherman Oaks-CA","Sherman Oaks",CA,USA,33.7866,-118.299
Z91423,"3rd Party-Sherman Oaks-CA","Sherman Oaks",CA,USA,34.1536,-118.432
Z91436,"3rd Party-Encino-CA",Encino,CA,USA,34.1556,-118.489
Z91502,"3rd Party-Burbank-CA",Burbank,CA,USA,34.1776,-118.31
Z91504,"3rd Party-Burbank-CA",Burbank,CA,USA,34.2013,-118.33
Z91505,"3rd Party-Burbank-CA",Burbank,CA,USA,34.1669,-118.344
Z91602,"3rd Party-North Hollywood-CA","North Hollywood",CA,USA,34.1525,-118.368
Z91604,"3rd Party-Studio City-CA","Studio City",CA,USA,34.1439,-118.394
Z91605,"3rd Party-North Hollywood-CA","North Hollywood",CA,USA,34.2081,-118.401
Z91606,"3rd Party-North Hollywood-CA","North Hollywood",CA,USA,34.1857,-118.388
Z91607,"3rd Party-Valley Village-CA","Valley Village",CA,USA,34.1657,-118.4
Z91608,"3rd Party-Universal City-CA","Universal City",CA,USA,34.1394,-118.35
Z91701,"3rd Party-Alta Loma-CA","Alta Loma",CA,USA,34.1317,-117.592
Z91702,"3rd Party-Azusa-CA",Azusa,CA,USA,34.1289,-117.903
Z91706,"3rd Party-Baldwin Park-CA","Baldwin Park",CA,USA,34.0871,-117.97
Z91708,"3rd Party-Chino-CA",Chino,CA,USA,34.84,-115.967
Z91709,"3rd Party-Chino Hills-CA","Chino Hills",CA,USA,33.9753,-117.723
Z91710,"3rd Party-Chino-CA",Chino,CA,USA,34.016,-117.687
Z91711,"3rd Party-Claremont-CA",Claremont,CA,USA,34.11,-117.72
Z91716,"3rd Party-City Of Industry-CA","City Of Industry",CA,USA,33.7866,-118.299
Z91722,"3rd Party-Covina-CA",Covina,CA,USA,34.0977,-117.907
Z91723,"3rd Party-Covina-CA",Covina,CA,USA,34.0858,-117.887
Z91724,"3rd Party-Covina-CA",Covina,CA,USA,34.0888,-117.858
Z91730,"3rd Party-Rancho Cucamonga-CA","Rancho Cucamonga",CA,USA,34.1046,-117.587
Z91731,"3rd Party-El Monte-CA","El Monte",CA,USA,34.0766,-118.039
Z91732,"3rd Party-El Monte-CA","El Monte",CA,USA,34.0707,-118.014
Z91733,"3rd Party-South El Monte-CA","South El Monte",CA,USA,34.0505,-118.048
Z91737,"3rd Party-Alta Loma-CA","Alta Loma",CA,USA,34.1479,-117.578
Z91739,"3rd Party-Rancho Cucamonga-CA","Rancho Cucamonga",CA,USA,34.1278,-117.525
Z91740,"3rd Party-Glendora-CA",Glendora,CA,USA,34.1192,-117.855
Z91741,"3rd Party-Glendora-CA",Glendora,CA,USA,34.1402,-117.857
Z91744,"3rd Party-La Puente-CA","La Puente",CA,USA,34.0296,-117.94
Z91745,"3rd Party-Hacienda Heights-CA","Hacienda Heights",CA,USA,34.0006,-117.969
Z91746,"3rd Party-La Puente-CA","La Puente",CA,USA,34.0469,-117.985
Z91748,"3rd Party-Rowland Heights-CA","Rowland Heights",CA,USA,33.985,-117.897
Z91750,"3rd Party-La Verne-CA","La Verne",CA,USA,34.117,-117.771
Z91752,"3rd Party-Mira Loma-CA","Mira Loma",CA,USA,34.0018,-117.528
Z91754,"3rd Party-Monterey Park-CA","Monterey Park",CA,USA,34.0482,-118.142
Z91761,"3rd Party-Ontario-CA",Ontario,CA,USA,34.0361,-117.609
Z91762,"3rd Party-Ontario-CA",Ontario,CA,USA,34.0576,-117.666
Z91764,"3rd Party-Ontario-CA",Ontario,CA,USA,34.0773,-117.622
Z91766,"3rd Party-Pomona-CA",Pomona,CA,USA,34.0456,-117.753
Z91767,"3rd Party-Pomona-CA",Pomona,CA,USA,34.0801,-117.739
Z91768,"3rd Party-Pomona-CA",Pomona,CA,USA,34.0652,-117.779
Z91770,"3rd Party-Rosemead-CA",Rosemead,CA,USA,34.0661,-118.085
Z91773,"3rd Party-San Dimas-CA","San Dimas",CA,USA,34.1033,-117.818
Z91776,"3rd Party-San Gabriel-CA","San Gabriel",CA,USA,34.0891,-118.095
Z91780,"3rd Party-Temple City-CA","Temple City",CA,USA,34.1016,-118.056
Z91786,"3rd Party-Upland-CA",Upland,CA,USA,34.1017,-117.658
Z91789,"3rd Party-Walnut-CA",Walnut,CA,USA,34.0184,-117.854
Z91790,"3rd Party-West Covina-CA","West Covina",CA,USA,34.0681,-117.938
Z91792,"3rd Party-West Covina-CA","West Covina",CA,USA,34.0207,-117.899
Z91801,"3rd Party-Alhambra-CA",Alhambra,CA,USA,34.0904,-118.127
Z91803,"3rd Party-Alhambra-CA",Alhambra,CA,USA,34.073,-118.146
Z91902,"3rd Party-Bonita-CA",Bonita,CA,USA,32.6638,-117.025
Z91910,"3rd Party-Chula Vista-CA","Chula Vista",CA,USA,32.6387,-117.067
Z91911,"3rd Party-Chula Vista-CA","Chula Vista",CA,USA,32.6088,-117.061
Z91915,"3rd Party-Chula Vista-CA","Chula Vista",CA,USA,32.6381,-116.952
Z91941,"3rd Party-La Mesa-CA","La Mesa",CA,USA,32.7618,-117.013
Z91950,"3rd Party-National City-CA","National City",CA,USA,32.6709,-117.093
Z91978,"3rd Party-Spring Valley-CA","Spring Valley",CA,USA,32.7325,-116.951
Z92008,"3rd Party-Carlsbad-CA",Carlsbad,CA,USA,33.1581,-117.326
Z92009,"3rd Party-Carlsbad-CA",Carlsbad,CA,USA,33.0978,-117.267
Z92019,"3rd Party-El Cajon-CA","El Cajon",CA,USA,32.7887,-116.905
Z92020,"3rd Party-El Cajon-CA","El Cajon",CA,USA,32.7991,-116.973
Z92021,"3rd Party-El Cajon-CA","El Cajon",CA,USA,32.8201,-116.912
Z92026,"3rd Party-Escondido-CA",Escondido,CA,USA,33.1815,-117.111
Z92027,"3rd Party-Escondido-CA",Escondido,CA,USA,33.1427,-117.03
Z92028,"3rd Party-Fallbrook-CA",Fallbrook,CA,USA,33.3804,-117.206
Z92037,"3rd Party-La Jolla-CA","La Jolla",CA,USA,32.8388,-117.262
Z92054,"3rd Party-Oceanside-CA",Oceanside,CA,USA,33.2025,-117.361
Z92055,"3rd Party-Camp Pendleton-CA","Camp Pendleton",CA,USA,33.0169,-116.846
Z92056,"3rd Party-Oceanside-CA",Oceanside,CA,USA,33.1954,-117.282
Z92064,"3rd Party-Poway-CA",Poway,CA,USA,32.9736,-117.037
Z92069,"3rd Party-San Marcos-CA","San Marcos",CA,USA,33.1449,-117.171
Z92071,"3rd Party-Santee-CA",Santee,CA,USA,32.8468,-116.99
Z92075,"3rd Party-Solana Beach-CA","Solana Beach",CA,USA,32.9975,-117.261
Z92083,"3rd Party-Vista-CA",Vista,CA,USA,33.1796,-117.245
Z92084,"3rd Party-Vista-CA",Vista,CA,USA,33.2133,-117.215
Z92101,"3rd Party-San Diego-CA","San Diego",CA,USA,32.7196,-117.162
Z92102,"3rd Party-San Diego-CA","San Diego",CA,USA,32.715,-117.125
Z92103,"3rd Party-San Diego-CA","San Diego",CA,USA,32.746,-117.167
Z92110,"3rd Party-San Diego-CA","San Diego",CA,USA,32.7665,-117.201
Z92111,"3rd Party-San Diego-CA","San Diego",CA,USA,32.805,-117.169
Z92113,"3rd Party-San Diego-CA","San Diego",CA,USA,32.6974,-117.12
Z92114,"3rd Party-San Diego-CA","San Diego",CA,USA,32.707,-117.054
Z92119,"3rd Party-San Diego-CA","San Diego",CA,USA,32.8022,-117.024
Z92120,"3rd Party-San Diego-CA","San Diego",CA,USA,32.7944,-117.072
Z92121,"3rd Party-San Diego-CA","San Diego",CA,USA,32.9,-117.207
Z92122,"3rd Party-San Diego-CA","San Diego",CA,USA,32.8564,-117.211
Z92123,"3rd Party-San Diego-CA","San Diego",CA,USA,32.8038,-117.136
Z92124,"3rd Party-San Diego-CA","San Diego",CA,USA,32.8228,-117.098
Z92126,"3rd Party-San Diego-CA","San Diego",CA,USA,32.9143,-117.141
Z92127,"3rd Party-San Diego-CA","San Diego",CA,USA,33.0224,-117.107
Z92128,"3rd Party-San Diego-CA","San Diego",CA,USA,32.9989,-117.071
Z92130,"3rd Party-San Diego-CA","San Diego",CA,USA,32.9468,-117.219
Z92136,"3rd Party-San Diego-CA","San Diego",CA,USA,32.6834,-117.122
Z92154,"3rd Party-San Diego-CA","San Diego",CA,USA,32.5744,-117.056
Z92160,"3rd Party-San Diego-CA","San Diego",CA,USA,33.0169,-116.846
Z92211,"3rd Party-Palm Desert-CA","Palm Desert",CA,USA,33.7594,-116.323
Z92227,"3rd Party-Brawley-CA",Brawley,CA,USA,32.9897,-115.505
Z92231,"3rd Party-Calexico-CA",Calexico,CA,USA,32.6835,-115.483
Z92234,"3rd Party-Cathedral City-CA","Cathedral City",CA,USA,33.8078,-116.465
Z92243,"3rd Party-El Centro-CA","El Centro",CA,USA,32.7834,-115.577
Z92253,"3rd Party-La Quinta-CA","La Quinta",CA,USA,33.6754,-116.296
Z92262,"3rd Party-Palm Springs-CA","Palm Springs",CA,USA,33.843,-116.543
Z92270,"3rd Party-Rancho Mirage-CA","Rancho Mirage",CA,USA,33.7629,-116.422
Z92278,"3rd Party-Twentynine Palms-CA","Twentynine Palms",CA,USA,34.3602,-116.21
Z92307,"3rd Party-Apple Valley-CA","Apple Valley",CA,USA,34.5386,-117.177
Z92310,"3rd Party-Fort Irwin-CA","Fort Irwin",CA,USA,35.2628,-116.695
Z92316,"3rd Party-Bloomington-CA",Bloomington,CA,USA,34.0641,-117.394
Z92324,"3rd Party-Colton-CA",Colton,CA,USA,34.0619,-117.32
Z92335,"3rd Party-Fontana-CA",Fontana,CA,USA,34.0889,-117.452
Z92336,"3rd Party-Fontana-CA",Fontana,CA,USA,34.1251,-117.458
Z92337,"3rd Party-Fontana-CA",Fontana,CA,USA,34.047,-117.481
Z92345,"3rd Party-Hesperia-CA",Hesperia,CA,USA,34.4,-117.34
Z92346,"3rd Party-Highland-CA",Highland,CA,USA,34.1272,-117.201
Z92373,"3rd Party-Redlands-CA",Redlands,CA,USA,34.0347,-117.173
Z92374,"3rd Party-Redlands-CA",Redlands,CA,USA,34.0633,-117.169
Z92376,"3rd Party-Rialto-CA",Rialto,CA,USA,34.1095,-117.376
Z92377,"3rd Party-Rialto-CA",Rialto,CA,USA,34.1512,-117.399
Z92392,"3rd Party-Victorville-CA",Victorville,CA,USA,34.4895,-117.353
Z92394,"3rd Party-Victorville-CA",Victorville,CA,USA,34.5597,-117.358
Z92401,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.1051,-117.291
Z92404,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.1486,-117.263
Z92407,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.1982,-117.358
Z92408,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.0807,-117.274
Z92410,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.107,-117.298
Z92411,"3rd Party-San Bernardino-CA","San Bernardino",CA,USA,34.1205,-117.318
Z92501,"3rd Party-Riverside-CA",Riverside,CA,USA,33.9912,-117.371
Z92503,"3rd Party-Riverside-CA",Riverside,CA,USA,33.9136,-117.461
Z92504,"3rd Party-Riverside-CA",Riverside,CA,USA,33.9263,-117.409
Z92506,"3rd Party-Riverside-CA",Riverside,CA,USA,33.9436,-117.372
Z92507,"3rd Party-Riverside-CA",Riverside,CA,USA,33.979,-117.336
Z92508,"3rd Party-Riverside-CA",Riverside,CA,USA,33.8903,-117.321
Z92509,"3rd Party-Riverside-CA",Riverside,CA,USA,33.9988,-117.447
Z92518,"3rd Party-March Air Force Base-CA","March Air Force Base",CA,USA,33.8911,-117.273
Z92530,"3rd Party-Lake Elsinore-CA","Lake Elsinore",CA,USA,33.6759,-117.349
Z92532,"3rd Party-Lake Elsinore-CA","Lake Elsinore",CA,USA,33.6965,-117.325
Z92543,"3rd Party-Hemet-CA",Hemet,CA,USA,33.7354,-116.974
Z92544,"3rd Party-Hemet-CA",Hemet,CA,USA,33.7088,-116.909
Z92545,"3rd Party-Hemet-CA",Hemet,CA,USA,33.7367,-117.022
Z92553,"3rd Party-Moreno Valley-CA","Moreno Valley",CA,USA,33.9232,-117.242
Z92562,"3rd Party-Murrieta-CA",Murrieta,CA,USA,33.5686,-117.253
Z92571,"3rd Party-Perris-CA",Perris,CA,USA,33.8221,-117.215
Z92584,"3rd Party-Menifee-CA",Menifee,CA,USA,33.6604,-117.19
Z92590,"3rd Party-Temecula-CA",Temecula,CA,USA,33.4795,-117.209
Z92591,"3rd Party-Temecula-CA",Temecula,CA,USA,33.5277,-117.121
Z92595,"3rd Party-Wildomar-CA",Wildomar,CA,USA,33.6144,-117.261
Z92604,"3rd Party-Irvine-CA",Irvine,CA,USA,33.6876,-117.789
Z92606,"3rd Party-Irvine-CA",Irvine,CA,USA,33.6956,-117.806
Z92614,"3rd Party-Irvine-CA",Irvine,CA,USA,33.6804,-117.826
Z92618,"3rd Party-Irvine-CA",Irvine,CA,USA,33.6596,-117.739
Z92620,"3rd Party-Irvine-CA",Irvine,CA,USA,33.7149,-117.763
Z92626,"3rd Party-Costa Mesa-CA","Costa Mesa",CA,USA,33.6772,-117.909
Z92627,"3rd Party-Costa Mesa-CA","Costa Mesa",CA,USA,33.647,-117.915
Z92629,"3rd Party-Dana Point-CA","Dana Point",CA,USA,33.4753,-117.703
Z92630,"3rd Party-Lake Forest-CA","Lake Forest",CA,USA,33.6402,-117.691
Z92646,"3rd Party-Huntington Beach-CA","Huntington Beach",CA,USA,33.6663,-117.969
Z92648,"3rd Party-Huntington Beach-CA","Huntington Beach",CA,USA,33.6735,-118.002
Z92649,"3rd Party-Huntington Beach-CA","Huntington Beach",CA,USA,33.72,-118.046
Z92653,"3rd Party-Laguna Hills-CA","Laguna Hills",CA,USA,33.6028,-117.713
Z92656,"3rd Party-Aliso Viejo-CA","Aliso Viejo",CA,USA,33.5815,-117.725
Z92660,"3rd Party-Newport Beach-CA","Newport Beach",CA,USA,33.6348,-117.875
Z92672,"3rd Party-San Clemente-CA","San Clemente",CA,USA,33.4271,-117.614
Z92675,"3rd Party-San Juan Capistrano-CA","San Juan Capistrano",CA,USA,33.5008,-117.659
Z92683,"3rd Party-Westminster-CA",Westminster,CA,USA,33.7514,-117.994
Z92688,"3rd Party-Rancho Santa Margarita-CA","Rancho Santa Margarita",CA,USA,33.64,-117.604
Z92691,"3rd Party-Mission Viejo-CA","Mission Viejo",CA,USA,33.6113,-117.667
Z92692,"3rd Party-Mission Viejo-CA","Mission Viejo",CA,USA,33.6155,-117.641
Z92694,"3rd Party-Ladera Ranch-CA","Ladera Ranch",CA,USA,33.5708,-117.635
Z92701,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.747,-117.862
Z92703,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.7471,-117.904
Z92704,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.7242,-117.906
Z92705,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.7621,-117.818
Z92706,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.7659,-117.881
Z92707,"3rd Party-Santa Ana-CA","Santa Ana",CA,USA,33.7191,-117.871
Z92708,"3rd Party-Fountain Valley-CA","Fountain Valley",CA,USA,33.7086,-117.956
Z92780,"3rd Party-Tustin-CA",Tustin,CA,USA,33.7416,-117.821
Z92801,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8448,-117.954
Z92802,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.807,-117.926
Z92804,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8182,-117.973
Z92805,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8357,-117.908
Z92806,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8355,-117.874
Z92807,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8505,-117.791
Z92808,"3rd Party-Anaheim-CA",Anaheim,CA,USA,33.8582,-117.739
Z92821,"3rd Party-Brea-CA",Brea,CA,USA,33.9235,-117.896
Z92831,"3rd Party-Fullerton-CA",Fullerton,CA,USA,33.879,-117.893
Z92832,"3rd Party-Fullerton-CA",Fullerton,CA,USA,33.8691,-117.93
Z92833,"3rd Party-Fullerton-CA",Fullerton,CA,USA,33.8743,-117.964
Z92840,"3rd Party-Garden Grove-CA","Garden Grove",CA,USA,33.7852,-117.934
Z92865,"3rd Party-Orange-CA",Orange,CA,USA,33.8318,-117.847
Z92866,"3rd Party-Orange-CA",Orange,CA,USA,33.7851,-117.846
Z92867,"3rd Party-Orange-CA",Orange,CA,USA,33.8116,-117.829
Z92869,"3rd Party-Orange-CA",Orange,CA,USA,33.7927,-117.8
Z92870,"3rd Party-Placentia-CA",Placentia,CA,USA,33.8833,-117.854
Z92877,"3rd Party-Corona-CA",Corona,CA,USA,33.7529,-116.056
Z92879,"3rd Party-Corona-CA",Corona,CA,USA,33.8808,-117.541
Z92880,"3rd Party-Corona-CA",Corona,CA,USA,33.9038,-117.602
Z92881,"3rd Party-Corona-CA",Corona,CA,USA,33.8395,-117.536
Z92886,"3rd Party-Yorba Linda-CA","Yorba Linda",CA,USA,33.8881,-117.804
Z92887,"3rd Party-Yorba Linda-CA","Yorba Linda",CA,USA,33.8832,-117.739
Z93001,"3rd Party-Ventura-CA",Ventura,CA,USA,34.3112,-119.302
Z93003,"3rd Party-Ventura-CA",Ventura,CA,USA,34.2687,-119.225
Z93010,"3rd Party-Camarillo-CA",Camarillo,CA,USA,34.2318,-119.053
Z93021,"3rd Party-Moorpark-CA",Moorpark,CA,USA,34.2929,-118.871
Z93030,"3rd Party-Oxnard-CA",Oxnard,CA,USA,34.2171,-119.177
Z93060,"3rd Party-Santa Paula-CA","Santa Paula",CA,USA,34.3675,-119.073
Z93063,"3rd Party-Simi Valley-CA","Simi Valley",CA,USA,34.2793,-118.696
Z93065,"3rd Party-Simi Valley-CA","Simi Valley",CA,USA,34.265,-118.772
Z93101,"3rd Party-Santa Barbara-CA","Santa Barbara",CA,USA,34.4202,-119.706
Z93105,"3rd Party-Santa Barbara-CA","Santa Barbara",CA,USA,34.44,-119.755
Z93111,"3rd Party-Santa Barbara-CA","Santa Barbara",CA,USA,34.4435,-119.803
Z93117,"3rd Party-Goleta-CA",Goleta,CA,USA,34.4437,-119.942
Z93202,"3rd Party-Armona-CA",Armona,CA,USA,36.3114,-119.708
Z93204,"3rd Party-Avenal-CA",Avenal,CA,USA,35.9308,-120.101
Z93210,"3rd Party-Coalinga-CA",Coalinga,CA,USA,36.1947,-120.309
Z93212,"3rd Party-Corcoran-CA",Corcoran,CA,USA,36.0853,-119.555
Z93215,"3rd Party-Delano-CA",Delano,CA,USA,35.775,-119.234
Z93219,"3rd Party-Earlimart-CA",Earlimart,CA,USA,35.8737,-119.264
Z93223,"3rd Party-Farmersville-CA",Farmersville,CA,USA,36.3006,-119.206
Z93230,"3rd Party-Hanford-CA",Hanford,CA,USA,36.3271,-119.645
Z93234,"3rd Party-Huron-CA",Huron,CA,USA,36.2098,-120.085
Z93241,"3rd Party-Lamont-CA",Lamont,CA,USA,35.2569,-118.913
Z93243,"3rd Party-Lebec-CA",Lebec,CA,USA,34.8514,-118.88
Z93245,"3rd Party-Lemoore-CA",Lemoore,CA,USA,36.3121,-119.803
Z93247,"3rd Party-Lindsay-CA",Lindsay,CA,USA,36.202,-119.086
Z93250,"3rd Party-McFarland-CA",McFarland,CA,USA,35.6707,-119.213
Z93257,"3rd Party-Porterville-CA",Porterville,CA,USA,36.0551,-119.016
Z93263,"3rd Party-Shafter-CA",Shafter,CA,USA,35.4905,-119.265
Z93267,"3rd Party-Strathmore-CA",Strathmore,CA,USA,36.1419,-119.094
Z93268,"3rd Party-Taft-CA",Taft,CA,USA,35.1628,-119.43
Z93270,"3rd Party-Terra Bella-CA","Terra Bella",CA,USA,35.949,-119.037
Z93272,"3rd Party-Tipton-CA",Tipton,CA,USA,36.0594,-119.32
Z93274,"3rd Party-Tulare-CA",Tulare,CA,USA,36.2015,-119.35
Z93277,"3rd Party-Visalia-CA",Visalia,CA,USA,36.311,-119.326
Z93280,"3rd Party-Wasco-CA",Wasco,CA,USA,35.605,-119.371
Z93291,"3rd Party-Visalia-CA",Visalia,CA,USA,36.351,-119.337
Z93292,"3rd Party-Visalia-CA",Visalia,CA,USA,36.3589,-119.24
Z93301,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3814,-119.019
Z93304,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3442,-119.022
Z93305,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3871,-118.986
Z93306,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3964,-118.923
Z93307,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3248,-118.963
Z93309,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.3408,-119.065
Z93313,"3rd Party-Bakersfield-CA",Bakersfield,CA,USA,35.1977,-119.057
Z93401,"3rd Party-San Luis Obispo-CA","San Luis Obispo",CA,USA,35.2625,-120.652
Z93405,"3rd Party-San Luis Obispo-CA","San Luis Obispo",CA,USA,35.2772,-120.703
Z93420,"3rd Party-Arroyo Grande-CA","Arroyo Grande",CA,USA,35.1197,-120.551
Z93436,"3rd Party-Lompoc-CA",Lompoc,CA,USA,34.6397,-120.447
Z93454,"3rd Party-Santa Maria-CA","Santa Maria",CA,USA,34.9008,-120.349
Z93458,"3rd Party-Santa Maria-CA","Santa Maria",CA,USA,34.9563,-120.452
Z93524,"3rd Party-Edwards-CA",Edwards,CA,USA,35.2944,-118.905
Z93534,"3rd Party-Lancaster-CA",Lancaster,CA,USA,34.6987,-118.15
Z93536,"3rd Party-Lancaster-CA",Lancaster,CA,USA,34.7289,-118.327
Z93550,"3rd Party-Palmdale-CA",Palmdale,CA,USA,34.5655,-118.085
Z93551,"3rd Party-Palmdale-CA",Palmdale,CA,USA,34.6061,-118.185
Z93555,"3rd Party-Ridgecrest-CA",Ridgecrest,CA,USA,35.5992,-117.681
Z93561,"3rd Party-Tehachapi-CA",Tehachapi,CA,USA,35.1327,-118.508
Z93610,"3rd Party-Chowchilla-CA",Chowchilla,CA,USA,37.1004,-120.279
Z93611,"3rd Party-Clovis-CA",Clovis,CA,USA,36.8401,-119.661
Z93612,"3rd Party-Clovis-CA",Clovis,CA,USA,36.8135,-119.708
Z93615,"3rd Party-Cutler-CA",Cutler,CA,USA,36.506,-119.287
Z93616,"3rd Party-Del Rey-CA","Del Rey",CA,USA,36.6573,-119.593
Z93618,"3rd Party-Dinuba-CA",Dinuba,CA,USA,36.538,-119.389
Z93620,"3rd Party-Dos Palos-CA","Dos Palos",CA,USA,37.0296,-120.64
Z93622,"3rd Party-Firebaugh-CA",Firebaugh,CA,USA,36.8,-120.58
Z93631,"3rd Party-Kingsburg-CA",Kingsburg,CA,USA,36.5061,-119.546
Z93635,"3rd Party-Los Banos-CA","Los Banos",CA,USA,37.0484,-120.87
Z93637,"3rd Party-Madera-CA",Madera,CA,USA,36.9148,-120.158
Z93638,"3rd Party-Madera-CA",Madera,CA,USA,36.9915,-119.987
Z93640,"3rd Party-Mendota-CA",Mendota,CA,USA,36.7019,-120.428
Z93646,"3rd Party-Orange Cove-CA","Orange Cove",CA,USA,36.6237,-119.309
Z93647,"3rd Party-Orosi-CA",Orosi,CA,USA,36.5653,-119.243
Z93648,"3rd Party-Parlier-CA",Parlier,CA,USA,36.6137,-119.529
Z93650,"3rd Party-Fresno-CA",Fresno,CA,USA,36.8415,-119.798
Z93654,"3rd Party-Reedley-CA",Reedley,CA,USA,36.6087,-119.438
Z93657,"3rd Party-Sanger-CA",Sanger,CA,USA,36.7285,-119.536
Z93660,"3rd Party-San Joaquin-CA","San Joaquin",CA,USA,36.6002,-120.153
Z93662,"3rd Party-Selma-CA",Selma,CA,USA,36.5668,-119.622
Z93701,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7494,-119.789
Z93702,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7412,-119.755
Z93703,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7673,-119.765
Z93704,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7947,-119.801
Z93705,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7869,-119.827
Z93706,"3rd Party-Fresno-CA",Fresno,CA,USA,36.691,-119.833
Z93710,"3rd Party-Fresno-CA",Fresno,CA,USA,36.8256,-119.764
Z93711,"3rd Party-Fresno-CA",Fresno,CA,USA,36.8317,-119.832
Z93720,"3rd Party-Fresno-CA",Fresno,CA,USA,36.8656,-119.759
Z93721,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7332,-119.785
Z93722,"3rd Party-Fresno-CA",Fresno,CA,USA,36.8016,-119.889
Z93725,"3rd Party-Fresno-CA",Fresno,CA,USA,36.6586,-119.741
Z93727,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7532,-119.697
Z93728,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7586,-119.81
Z93772,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7464,-119.64
Z93776,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7464,-119.64
Z93777,"3rd Party-Fresno-CA",Fresno,CA,USA,36.7464,-119.64
Z93901,"3rd Party-Salinas-CA",Salinas,CA,USA,36.6659,-121.655
Z93905,"3rd Party-Salinas-CA",Salinas,CA,USA,36.6812,-121.615
Z93906,"3rd Party-Salinas-CA",Salinas,CA,USA,36.7097,-121.64
Z93923,"3rd Party-Carmel-CA",Carmel,CA,USA,36.5173,-121.894
Z93927,"3rd Party-Greenfield-CA",Greenfield,CA,USA,36.3008,-121.29
Z93930,"3rd Party-King City-CA","King City",CA,USA,36.2111,-121.06
