iata,name,state,country,latitude,longitude,lineage,zipcoderegion
42.3024-85.2229,Destination-Battle Creek-MI,MI,USA,42.3024,-85.2229,0,49
42.3027-93.6523,Destination-Jewell-IA,IA,USA,42.3027,-93.6523,0,50
42.3042-75.3956,Destination-Sidney-NY,NY,USA,42.3042,-75.3956,0,13
42.3063-83.1586,Destination-Dearborn-MI,MI,USA,42.3063,-83.1586,0,48
42.3067-89.0084,Destination-Rockford-IL,IL,USA,42.3067,-89.0084,0,61
42.3073-83.7044,Destination-Ann Arbor-MI,MI,USA,42.3073,-83.7044,0,48
42.31-71.1117,Destination-Jamaica Plain-MA,MA,USA,42.31,-71.1117,0,02
42.3113-71.7953,Destination-Worcester-MA,MA,USA,42.3113,-71.7953,0,01
42.3124-87.8528,Destination-Great Lakes-IL,IL,USA,42.3124,-87.8528,0,60
42.3133-71.2765,Destination-Wellesley Hills-MA,MA,USA,42.3133,-71.2765,0,02
42.3135-122.879,Destination-Medford-OR,OR,USA,42.3135,-122.879,0,97
42.3161-88.4388,Destination-Woodstock-IL,IL,USA,42.3161,-88.4388,0,60
42.3187-71.4234,Destination-Framingham-MA,MA,USA,42.3187,-71.4234,0,01
42.3188-71.2082,Destination-Newton Highlands-MA,MA,USA,42.3188,-71.2082,0,02
42.322-71.1731,Destination-Chestnut Hill-MA,MA,USA,42.322,-71.1731,0,02
42.3244-71.1393,Destination-Brookline-MA,MA,USA,42.3244,-71.1393,0,02
42.3248-88.4525,Destination-Mchenry-IL,IL,USA,42.3248,-88.4525,0,60
42.3309-83.4758,Destination-Canton-MI,MI,USA,42.3309,-83.4758,0,48
42.3321-71.0965,Destination-Boston-MA,MA,USA,42.3321,-71.0965,0,02
42.3338-83.1818,Destination-Dearborn-MI,MI,USA,42.3338,-83.1818,0,48
42.3345-122.835,Destination-Medford-OR,OR,USA,42.3345,-122.835,0,97
42.3359-83.378,Destination-Westland-MI,MI,USA,42.3359,-83.378,0,48
42.3368-75.7596,Destination-Greene-NY,NY,USA,42.3368,-75.7596,0,13
42.3381-83.1279,Destination-Detroit-MI,MI,USA,42.3381,-83.1279,0,48
42.3387-71.0728,Destination-Boston-MA,MA,USA,42.3387,-71.0728,0,02
42.339-88.0343,Destination-Grayslake-IL,IL,USA,42.339,-88.0343,0,60
42.3431-71.0927,Destination-Boston-MA,MA,USA,42.3431,-71.0927,0,02
42.3438-83.0588,Destination-Detroit-MI,MI,USA,42.3438,-83.0588,0,48
42.3438-85.2914,Destination-Battle Creek-MI,MI,USA,42.3438,-85.2914,0,49
42.3456-71.3564,Destination-Wayland-MA,MA,USA,42.3456,-71.3564,0,01
42.347-71.1021,Destination-Boston-MA,MA,USA,42.347,-71.1021,0,02
42.348-71.0446,Destination-Boston-MA,MA,USA,42.348,-71.0446,0,02
42.3484-71.1535,Destination-Brighton-MA,MA,USA,42.3484,-71.1535,0,02
42.3484-88.2477,Destination-Mchenry-IL,IL,USA,42.3484,-88.2477,0,60
42.3509-71.5475,Destination-Marlborough-MA,MA,USA,42.3509,-71.5475,0,01
42.3513-77.3361,Destination-Bath-NY,NY,USA,42.3513,-77.3361,0,14
42.3528-83.0245,Destination-Detroit-MI,MI,USA,42.3528,-83.0245,0,48
42.3538-73.8277,Destination-Coxsackie-NY,NY,USA,42.3538,-73.8277,0,12
42.3547-71.1881,Destination-Newton-MA,MA,USA,42.3547,-71.1881,0,02
42.3554-83.2172,Destination-Detroit-MI,MI,USA,42.3554,-83.2172,0,48
42.3571-85.2026,Destination-Battle Creek-MI,MI,USA,42.3571,-85.2026,0,49
42.3613-87.8619,Destination-Waukegan-IL,IL,USA,42.3613,-87.8619,0,60
42.3618-71.0677,Destination-Boston-MA,MA,USA,42.3618,-71.0677,0,02
42.3643-71.1043,Destination-Cambridge-MA,MA,USA,42.3643,-71.1043,0,02
42.3659-83.3651,Destination-Livonia-MI,MI,USA,42.3659,-83.3651,0,48
42.3663-88.0965,Destination-Round Lake-IL,IL,USA,42.3663,-88.0965,0,60
42.3678-71.0628,Destination-Boston-MA,MA,USA,42.3678,-71.0628,0,02
42.3696-72.636,Destination-Amherst-MA,MA,USA,42.3696,-72.636,0,01
42.3704-71.2356,Destination-Waltham-MA,MA,USA,42.3704,-71.2356,0,02
42.3708-83.4856,Destination-Plymouth-MI,MI,USA,42.3708,-83.4856,0,48
42.3752-72.6083,Destination-Hatfield-MA,MA,USA,42.3752,-72.6083,0,01
42.3758-87.9352,Destination-Gurnee-IL,IL,USA,42.3758,-87.9352,0,60
42.3777-72.5032,Destination-Amherst-MA,MA,USA,42.3777,-72.5032,0,01
42.3783-71.0255,Destination-Boston-MA,MA,USA,42.3783,-71.0255,0,02
42.3786-71.0649,Destination-Charlestown-MA,MA,USA,42.3786,-71.0649,0,02
42.379-83.0448,Destination-Detroit-MI,MI,USA,42.379,-83.0448,0,48
42.3791-71.128,Destination-Cambridge-MA,MA,USA,42.3791,-71.128,0,02
42.3819-71.0991,Destination-Somerville-MA,MA,USA,42.3819,-71.0991,0,02
42.3861-82.9243,Destination-Grosse Pointe-MI,MI,USA,42.3861,-82.9243,0,48
42.3874-122.922,Destination-Central Point-OR,OR,USA,42.3874,-122.922,0,97
42.3915-71.1747,Destination-Belmont-MA,MA,USA,42.3915,-71.1747,0,02
42.3925-71.2215,Destination-Waltham-MA,MA,USA,42.3925,-71.2215,0,02
42.393-71.2477,Destination-Waltham-MA,MA,USA,42.393,-71.2477,0,02
42.3959-82.9963,Destination-Detroit-MI,MI,USA,42.3959,-82.9963,0,48
42.3964-71.0335,Destination-Chelsea-MA,MA,USA,42.3964,-71.0335,0,02
42.4007-90.3974,Destination-Galena-IL,IL,USA,42.4007,-90.3974,0,61
42.4052-123.362,Destination-Grants Pass-OR,OR,USA,42.4052,-123.362,0,97
42.4055-88.3027,Destination-Ringwood-IL,IL,USA,42.4055,-88.3027,0,60
42.4064-96.3762,Destination-Sioux City-IA,IA,USA,42.4064,-96.3762,0,51
42.4099-71.0522,Destination-Everett-MA,MA,USA,42.4099,-71.0522,0,02
42.41-83.0583,Destination-Hamtramck-MI,MI,USA,42.41,-83.0583,0,48
42.4107-88.0546,Destination-Lake Villa-IL,IL,USA,42.4107,-88.0546,0,60
42.4137-73.8177,Destination-West Coxsackie-NY,NY,USA,42.4137,-73.8177,0,12
42.4162-71.0052,Destination-Revere-MA,MA,USA,42.4162,-71.0052,0,02
42.4167-71.1776,Destination-Arlington-MA,MA,USA,42.4167,-71.1776,0,02
42.4191-89.0041,Destination-Roscoe-IL,IL,USA,42.4191,-89.0041,0,61
42.4198-71.1094,Destination-Medford-MA,MA,USA,42.4198,-71.1094,0,02
42.4219-83.0998,Destination-Highland Park-MI,MI,USA,42.4219,-83.0998,0,48
42.4243-88.6143,Destination-Harvard-IL,IL,USA,42.4243,-88.6143,0,60
42.4269-73.664,Destination-Valatie-NY,NY,USA,42.4269,-73.664,0,12
42.4278-83.363,Destination-Livonia-MI,MI,USA,42.4278,-83.363,0,48
42.432-90.816,Destination-Peosta-IA,IA,USA,42.432,-90.816,0,52
42.4327-83.0442,Destination-Detroit-MI,MI,USA,42.4327,-83.0442,0,48
42.4376-73.556,Destination-Old Chatham-NY,NY,USA,42.4376,-73.556,0,12
42.4514-87.8486,Destination-Zion-IL,IL,USA,42.4514,-87.8486,0,60
42.4519-71.1428,Destination-Winchester-MA,MA,USA,42.4519,-71.1428,0,01
42.4538-73.254,Destination-Pittsfield-MA,MA,USA,42.4538,-73.254,0,01
42.459-71.0623,Destination-Melrose-MA,MA,USA,42.459,-71.0623,0,02
42.4606-90.6858,Destination-Dubuque-IA,IA,USA,42.4606,-90.6858,0,52
42.4612-70.9467,Destination-Lynn-MA,MA,USA,42.4612,-70.9467,0,01
42.462-82.9023,Destination-Saint Clair Shores-MI,MI,USA,42.462,-82.9023,0,48
42.4631-123.332,Destination-Grants Pass-OR,OR,USA,42.4631,-123.332,0,97
42.4646-93.8206,Destination-Webster City-IA,IA,USA,42.4646,-93.8206,0,50
42.4649-70.9741,Destination-Lynn-MA,MA,USA,42.4649,-70.9741,0,01
42.4651-83.3985,Destination-Farmington-MI,MI,USA,42.4651,-83.3985,0,48
42.4659-83.056,Destination-Warren-MI,MI,USA,42.4659,-83.056,0,48
42.4662-88.1,Destination-Antioch-IL,IL,USA,42.4662,-88.1,0,60
42.4663-96.3529,Destination-Sioux City-IA,IA,USA,42.4663,-96.3529,0,51
42.4671-82.9987,Destination-Warren-MI,MI,USA,42.4671,-82.9987,0,48
42.4671-96.4187,Destination-South Sioux City-NE,NE,USA,42.4671,-96.4187,0,68
42.4672-83.1795,Destination-Oak Park-MI,MI,USA,42.4672,-83.1795,0,48
42.4679-83.5177,Destination-Novi-MI,MI,USA,42.4679,-83.5177,0,48
42.4683-88.4313,Destination-Hebron-IL,IL,USA,42.4683,-88.4313,0,60
42.4698-92.3095,Destination-Waterloo-IA,IA,USA,42.4698,-92.3095,0,50
42.474-73.4075,Destination-New Lebanon-NY,NY,USA,42.474,-73.4075,0,12
42.4744-70.9059,Destination-Swampscott-MA,MA,USA,42.4744,-70.9059,0,01
42.4795-79.328,Destination-Dunkirk-NY,NY,USA,42.4795,-79.328,0,14
42.48-73.7365,Destination-Schodack Landing-NY,NY,USA,42.48,-73.7365,0,12
42.484-90.5894,Destination-East Dubuque-IL,IL,USA,42.484,-90.5894,0,61
42.4843-91.4523,Destination-Manchester-IA,IA,USA,42.4843,-91.4523,0,52
42.4845-71.1521,Destination-Woburn-MA,MA,USA,42.4845,-71.1521,0,01
42.4936-96.3956,Destination-Sioux City-IA,IA,USA,42.4936,-96.3956,0,51
42.4966-113.799,Destination-Burley-ID,ID,USA,42.4966,-113.799,0,83
42.4967-71.275,Destination-Bedford-MA,MA,USA,42.4967,-71.275,0,01
42.4977-82.8998,Destination-Saint Clair Shores-MI,MI,USA,42.4977,-82.8998,0,48
42.4992-94.1826,Destination-Fort Dodge-IA,IA,USA,42.4992,-94.1826,0,50
42.5033-82.9385,Destination-Roseville-MI,MI,USA,42.5033,-82.9385,0,48
42.505-96.38,Destination-Sioux City-IA,IA,USA,42.505,-96.38,0,51
42.5051-76.3528,Destination-Freeville-NY,NY,USA,42.5051,-76.3528,0,13
42.5064-71.2001,Destination-Burlington-MA,MA,USA,42.5064,-71.2001,0,01
42.5065-83.3536,Destination-Farmington-MI,MI,USA,42.5065,-83.3536,0,48
42.5077-93.4008,Destination-Alden-IA,IA,USA,42.5077,-93.4008,0,50
42.5095-83.7772,Destination-Brighton-MI,MI,USA,42.5095,-83.7772,0,48
42.5113-83.0597,Destination-Warren-MI,MI,USA,42.5113,-83.0597,0,48
42.5118-83.4731,Destination-Novi-MI,MI,USA,42.5118,-83.4731,0,48
42.5136-92.3242,Destination-Waterloo-IA,IA,USA,42.5136,-92.3242,0,50
42.5143-76.6689,Destination-Trumansburg-NY,NY,USA,42.5143,-76.6689,0,14
42.5153-90.6794,Destination-Dubuque-IA,IA,USA,42.5153,-90.6794,0,52
42.5168-70.8985,Destination-Salem-MA,MA,USA,42.5168,-70.8985,0,01
42.5168-82.9828,Destination-Warren-MI,MI,USA,42.5168,-82.9828,0,48
42.5168-98.6034,Destination-Oneill-NE,NE,USA,42.5168,-98.6034,0,68
42.5186-83.1636,Destination-Royal Oak-MI,MI,USA,42.5186,-83.1636,0,48
42.5248-96.4995,Destination-North Sioux City-SD,SD,USA,42.5248,-96.4995,0,57
42.5265-71.7536,Destination-Leominster-MA,MA,USA,42.5265,-71.7536,0,01
42.5265-89.0429,Destination-Beloit-WI,WI,USA,42.5265,-89.0429,0,53
42.5272-92.4561,Destination-Cedar Falls-IA,IA,USA,42.5272,-92.4561,0,50
42.5279-71.0283,Destination-Lynnfield-MA,MA,USA,42.5279,-71.0283,0,01
42.5291-87.872,Destination-Pleasant Prairie-WI,WI,USA,42.5291,-87.872,0,53
42.5303-114.475,Destination-Twin Falls-ID,ID,USA,42.5303,-114.475,0,83
42.5322-83.5338,Destination-Wixom-MI,MI,USA,42.5322,-83.5338,0,48
42.534-70.9615,Destination-Peabody-MA,MA,USA,42.534,-70.9615,0,01
42.5346-73.7133,Destination-Castleton On Hudson-NY,NY,USA,42.5346,-73.7133,0,12
42.5364-82.9504,Destination-Fraser-MI,MI,USA,42.5364,-82.9504,0,48
42.5413-83.3755,Destination-West Bloomfield-MI,MI,USA,42.5413,-83.3755,0,48
42.5441-83.2153,Destination-Birmingham-MI,MI,USA,42.5441,-83.2153,0,48
42.5464-83.2808,Destination-Bloomfield Hills-MI,MI,USA,42.5464,-83.2808,0,48
42.548-71.2505,Destination-Billerica-MA,MA,USA,42.548,-71.2505,0,01
42.5495-83.4797,Destination-Walled Lake-MI,MI,USA,42.5495,-83.4797,0,48
42.5569-83.1151,Destination-Troy-MI,MI,USA,42.5569,-83.1151,0,48
42.5586-71.1703,Destination-Wilmington-MA,MA,USA,42.5586,-71.1703,0,01
42.5593-71.6456,Destination-Shirley-MA,MA,USA,42.5593,-71.6456,0,01
42.5698-70.9432,Destination-Danvers-MA,MA,USA,42.5698,-70.9432,0,01
42.5724-83.3716,Destination-West Bloomfield-MI,MI,USA,42.5724,-83.3716,0,48
42.5736-71.2911,Destination-North Billerica-MA,MA,USA,42.5736,-71.2911,0,01
42.5746-88.2326,Destination-New Munster-WI,WI,USA,42.5746,-88.2326,0,53
42.583-82.8306,Destination-Harrison Township-MI,MI,USA,42.583,-82.8306,0,48
42.5863-83.2971,Destination-Bloomfield Hills-MI,MI,USA,42.5863,-83.2971,0,48
42.5876-88.4583,Destination-Lake Geneva-WI,WI,USA,42.5876,-88.4583,0,53
42.5921-71.4375,Destination-Westford-MA,MA,USA,42.5921,-71.4375,0,01
42.5955-71.3544,Destination-Chelmsford-MA,MA,USA,42.5955,-71.3544,0,01
42.597-114.819,Destination-Buhl-ID,ID,USA,42.597,-114.819,0,83
42.5992-84.372,Destination-Lansing-MI,MI,USA,42.5992,-84.372,0,48
42.6003-88.7498,Destination-Darien-WI,WI,USA,42.6003,-88.7498,0,53
42.6006-73.7962,Destination-Glenmont-NY,NY,USA,42.6006,-73.7962,0,12
42.6017-71.2207,Destination-Tewksbury-MA,MA,USA,42.6017,-71.2207,0,01
42.6018-87.8762,Destination-Kenosha-WI,WI,USA,42.6018,-87.8762,0,53
42.6022-87.8298,Destination-Kenosha-WI,WI,USA,42.6022,-87.8298,0,53
42.6035-89.6404,Destination-Monroe-WI,WI,USA,42.6035,-89.6404,0,53
42.6055-89.0704,Destination-Afton-WI,WI,USA,42.6055,-89.0704,0,53
42.6122-83.9184,Destination-Howell-MI,MI,USA,42.6122,-83.9184,0,48
42.624-70.6755,Destination-Gloucester-MA,MA,USA,42.624,-70.6755,0,01
42.6342-85.7581,Destination-Hopkins-MI,MI,USA,42.6342,-85.7581,0,49
42.6343-88.6383,Destination-Delavan-WI,WI,USA,42.6343,-88.6383,0,53
42.6395-112.314,Destination-Pocatello-ID,ID,USA,42.6395,-112.314,0,83
42.6398-83.0425,Destination-Utica-MI,MI,USA,42.6398,-83.0425,0,48
42.6437-84.1701,Destination-Webberville-MI,MI,USA,42.6437,-84.1701,0,48
42.6446-83.2821,Destination-Pontiac-MI,MI,USA,42.6446,-83.2821,0,48
42.6469-71.1513,Destination-Andover-MA,MA,USA,42.6469,-71.1513,0,01
42.6498-71.3335,Destination-Lowell-MA,MA,USA,42.6498,-71.3335,0,01
42.6611-83.2457,Destination-Auburn Hills-MI,MI,USA,42.6611,-83.2457,0,48
42.6627-88.2813,Destination-Burlington-WI,WI,USA,42.6627,-88.2813,0,53
42.6716-71.4169,Destination-Tyngsboro-MA,MA,USA,42.6716,-71.4169,0,01
42.6813-110.922,Destination-Afton-WY,WY,USA,42.6813,-110.922,0,83
42.6911-71.1608,Destination-Lawrence-MA,MA,USA,42.6911,-71.1608,0,01
42.6915-89.0428,Destination-Janesville-WI,WI,USA,42.6915,-89.0428,0,53
42.6926-77.8766,Destination-Mount Morris-NY,NY,USA,42.6926,-77.8766,0,14
42.6948-73.9053,Destination-Guilderland Center-NY,NY,USA,42.6948,-73.9053,0,12
42.6987-74.0315,Destination-Altamont-NY,NY,USA,42.6987,-74.0315,0,12
42.6992-87.9169,Destination-Sturtevant-WI,WI,USA,42.6992,-87.9169,0,53
42.7021-84.4195,Destination-Okemos-MI,MI,USA,42.7021,-84.4195,0,48
42.7104-82.5081,Destination-Marine City-MI,MI,USA,42.7104,-82.5081,0,48
42.7111-88.5421,Destination-Elkhorn-WI,WI,USA,42.7111,-88.5421,0,53
42.7133-73.8179,Destination-Albany-NY,NY,USA,42.7133,-73.8179,0,12
42.7259-84.4792,Destination-East Lansing-MI,MI,USA,42.7259,-84.4792,0,48
42.7285-96.6979,Destination-Elk Point-SD,SD,USA,42.7285,-96.6979,0,57
42.7294-89.0301,Destination-Janesville-WI,WI,USA,42.7294,-89.0301,0,53
42.73-71.1794,Destination-Methuen-MA,MA,USA,42.73,-71.1794,0,01
42.7341-78.8413,Destination-Hamburg-NY,NY,USA,42.7341,-78.8413,0,14
42.7355-84.627,Destination-Lansing-MI,MI,USA,42.7355,-84.627,0,48
42.7431-93.2152,Destination-Hampton-IA,IA,USA,42.7431,-93.2152,0,50
42.7432-74.9816,Destination-Fly Creek-NY,NY,USA,42.7432,-74.9816,0,13
42.7439-90.4863,Destination-Platteville-WI,WI,USA,42.7439,-90.4863,0,53
42.7453-89.6145,Destination-Monticello-WI,WI,USA,42.7453,-89.6145,0,53
42.7496-73.768,Destination-Latham-NY,NY,USA,42.7496,-73.768,0,12
42.7592-95.7114,Destination-Cleghorn-IA,IA,USA,42.7592,-95.7114,0,51
42.7599-78.7529,Destination-Orchard Park-NY,NY,USA,42.7599,-78.7529,0,14
42.7642-84.5615,Destination-Lansing-MI,MI,USA,42.7642,-84.5615,0,48
42.7659-86.1054,Destination-Holland-MI,MI,USA,42.7659,-86.1054,0,49
42.7684-78.8871,Destination-Buffalo-NY,NY,USA,42.7684,-78.8871,0,14
42.769-73.9362,Destination-Schenectady-NY,NY,USA,42.769,-73.9362,0,12
42.7707-71.5105,Destination-Nashua-NH,NH,USA,42.7707,-71.5105,0,03
42.779-73.9051,Destination-Schenectady-NY,NY,USA,42.779,-73.9051,0,12
42.7814-71.1102,Destination-Haverhill-MA,MA,USA,42.7814,-71.1102,0,01
42.7907-78.8272,Destination-Buffalo-NY,NY,USA,42.7907,-78.8272,0,14
42.7933-73.9894,Destination-Schenectady-NY,NY,USA,42.7933,-73.9894,0,12
42.7949-85.5509,Destination-Caledonia-MI,MI,USA,42.7949,-85.5509,0,49
42.7973-96.1717,Destination-Le Mars-IA,IA,USA,42.7973,-96.1717,0,51
42.7986-88.1941,Destination-Waterford-WI,WI,USA,42.7986,-88.1941,0,53
42.8003-73.881,Destination-Schenectady-NY,NY,USA,42.8003,-73.881,0,12
42.802-76.1272,Destination-Tully-NY,NY,USA,42.802,-76.1272,0,13
42.8029-85.7254,Destination-Byron Center-MI,MI,USA,42.8029,-85.7254,0,49
42.8062-112.41,Destination-Pocatello-ID,ID,USA,42.8062,-112.41,0,83
42.8099-70.8636,Destination-Newburyport-MA,MA,USA,42.8099,-70.8636,0,01
42.8187-88.7328,Destination-Whitewater-WI,WI,USA,42.8187,-88.7328,0,53
42.821-78.8245,Destination-Buffalo-NY,NY,USA,42.821,-78.8245,0,14
42.8232-86.1273,Destination-Holland-MI,MI,USA,42.8232,-86.1273,0,49
42.8292-82.7754,Destination-Richmond-MI,MI,USA,42.8292,-82.7754,0,48
42.8293-85.9962,Destination-Zeeland-MI,MI,USA,42.8293,-85.9962,0,49
42.8369-78.7556,Destination-Buffalo-NY,NY,USA,42.8369,-78.7556,0,14
42.8417-89.0722,Destination-Edgerton-WI,WI,USA,42.8417,-89.0722,0,53
42.8424-84.5861,Destination-Dewitt-MI,MI,USA,42.8424,-84.5861,0,48
42.8426-106.371,Destination-Mills-WY,WY,USA,42.8426,-106.371,0,82
42.8441-94.8428,Destination-Laurens-IA,IA,USA,42.8441,-94.8428,0,50
42.8472-75.9782,Destination-Fabius-NY,NY,USA,42.8472,-75.9782,0,13
42.85-72.6233,Destination-Brattleboro-VT,VT,USA,42.85,-72.6233,0,05
42.8537-73.7844,Destination-Clifton Park-NY,NY,USA,42.8537,-73.7844,0,12
42.8544-70.9355,Destination-Amesbury-MA,MA,USA,42.8544,-70.9355,0,01
42.8581-71.5122,Destination-Merrimack-NH,NH,USA,42.8581,-71.5122,0,03
42.8667-78.8314,Destination-Buffalo-NY,NY,USA,42.8667,-78.8314,0,14
42.8682-85.6639,Destination-Grand Rapids-MI,MI,USA,42.8682,-85.6639,0,49
42.8718-72.4716,Destination-Chesterfield-NH,NH,USA,42.8718,-72.4716,0,03
42.8725-88.3441,Destination-Mukwonago-WI,WI,USA,42.8725,-88.3441,0,53
42.8733-85.8786,Destination-Hudsonville-MI,MI,USA,42.8733,-85.8786,0,49
42.8767-85.6286,Destination-Grand Rapids-MI,MI,USA,42.8767,-85.6286,0,49
42.8801-78.8105,Destination-Buffalo-NY,NY,USA,42.8801,-78.8105,0,14
42.881-88.4712,Destination-Eagle-WI,WI,USA,42.881,-88.4712,0,53
42.8814-78.7447,Destination-Buffalo-NY,NY,USA,42.8814,-78.7447,0,14
42.884-78.8615,Destination-Buffalo-NY,NY,USA,42.884,-78.8615,0,14
42.8843-87.8992,Destination-Oak Creek-WI,WI,USA,42.8843,-87.8992,0,53
42.8885-97.4096,Destination-Yankton-SD,SD,USA,42.8885,-97.4096,0,57
42.8888-85.5616,Destination-Grand Rapids-MI,MI,USA,42.8888,-85.5616,0,49
42.8911-78.3787,Destination-Darien Center-NY,NY,USA,42.8911,-78.3787,0,14
42.8917-85.7647,Destination-Grandville-MI,MI,USA,42.8917,-85.7647,0,49
42.8948-78.823,Destination-Buffalo-NY,NY,USA,42.8948,-78.823,0,14
42.8961-88.0089,Destination-Franklin-WI,WI,USA,42.8961,-88.0089,0,53
42.8987-78.5165,Destination-Alden-NY,NY,USA,42.8987,-78.5165,0,14
42.9012-88.1246,Destination-Muskego-WI,WI,USA,42.9012,-88.1246,0,53
42.9023-71.7845,Destination-Lyndeborough-NH,NH,USA,42.9023,-71.7845,0,03
42.9043-78.6552,Destination-Lancaster-NY,NY,USA,42.9043,-78.6552,0,14
42.905-78.7006,Destination-Depew-NY,NY,USA,42.905,-78.7006,0,14
42.9059-85.7039,Destination-Grand Rapids-MI,MI,USA,42.9059,-85.7039,0,49
42.9098-87.864,Destination-South Milwaukee-WI,WI,USA,42.9098,-87.864,0,53
42.9161-78.8915,Destination-Buffalo-NY,NY,USA,42.9161,-78.8915,0,14
42.9249-88.8481,Destination-Fort Atkinson-WI,WI,USA,42.9249,-88.8481,0,53
42.9265-89.2243,Destination-Stoughton-WI,WI,USA,42.9265,-89.2243,0,53
42.9278-85.5458,Destination-Grand Rapids-MI,MI,USA,42.9278,-85.5458,0,49
42.9299-78.7581,Destination-Buffalo-NY,NY,USA,42.9299,-78.7581,0,14
42.9331-85.6544,Destination-Grand Rapids-MI,MI,USA,42.9331,-85.6544,0,49
42.9348-78.8118,Destination-Buffalo-NY,NY,USA,42.9348,-78.8118,0,14
42.9374-87.9984,Destination-Greendale-WI,WI,USA,42.9374,-87.9984,0,53
42.9406-74.179,Destination-Amsterdam-NY,NY,USA,42.9406,-74.179,0,12
42.9414-78.8374,Destination-Buffalo-NY,NY,USA,42.9414,-78.8374,0,14
42.9448-85.3493,Destination-Lowell-MI,MI,USA,42.9448,-85.3493,0,49
42.9464-72.2862,Destination-Keene-NH,NH,USA,42.9464,-72.2862,0,03
42.9472-78.8969,Destination-Buffalo-NY,NY,USA,42.9472,-78.8969,0,14
42.9484-87.861,Destination-Cudahy-WI,WI,USA,42.9484,-87.861,0,53
42.9497-78.8592,Destination-Buffalo-NY,NY,USA,42.9497,-78.8592,0,14
42.9521-71.6539,Destination-Manchester-NH,NH,USA,42.9521,-71.6539,0,03
42.9539-87.9457,Destination-Milwaukee-WI,WI,USA,42.9539,-87.9457,0,53
42.9634-92.2077,Destination-Fredericksburg-IA,IA,USA,42.9634,-92.2077,0,50
42.9642-85.6589,Destination-Grand Rapids-MI,MI,USA,42.9642,-85.6589,0,49
42.9654-77.1442,Destination-Clifton Springs-NY,NY,USA,42.9654,-77.1442,0,14
42.9667-88.038,Destination-Milwaukee-WI,WI,USA,42.9667,-88.038,0,53
42.9674-88.264,Destination-Waukesha-WI,WI,USA,42.9674,-88.264,0,53
42.9677-71.4483,Destination-Manchester-NH,NH,USA,42.9677,-71.4483,0,03
42.9679-75.5946,Destination-Munnsville-NY,NY,USA,42.9679,-75.5946,0,13
42.9681-78.8005,Destination-Buffalo-NY,NY,USA,42.9681,-78.8005,0,14
42.9726-71.4135,Destination-Manchester-NH,NH,USA,42.9726,-71.4135,0,03
42.9737-85.9318,Destination-Allendale-MI,MI,USA,42.9737,-85.9318,0,49
42.9743-90.144,Destination-Dodgeville-WI,WI,USA,42.9743,-90.144,0,53
42.9779-85.6973,Destination-Grand Rapids-MI,MI,USA,42.9779,-85.6973,0,49
42.9802-88.0944,Destination-New Berlin-WI,WI,USA,42.9802,-88.0944,0,53
42.9855-87.9,Destination-Milwaukee-WI,WI,USA,42.9855,-87.9,0,53
42.9856-86.4447,Destination-Holland-MI,MI,USA,42.9856,-86.4447,0,49
42.9907-71.4868,Destination-Manchester-NH,NH,USA,42.9907,-71.4868,0,03
42.9939-88.7932,Destination-Jefferson-WI,WI,USA,42.9939,-88.7932,0,53
42.9947-72.7204,Destination-Brattleboro-VT,VT,USA,42.9947,-72.7204,0,05
42.9961-84.179,Destination-Owosso-MI,MI,USA,42.9961,-84.179,0,48
42.9976-88.0372,Destination-Milwaukee-WI,WI,USA,42.9976,-88.0372,0,53
42.999-84.577,Destination-Saint Johns-MI,MI,USA,42.999,-84.577,0,48
42.9994-87.9434,Destination-Milwaukee-WI,WI,USA,42.9994,-87.9434,0,53
42.9996-85.7537,Destination-Grand Rapids-MI,MI,USA,42.9996,-85.7537,0,49
43.0001-85.6479,Destination-Grand Rapids-MI,MI,USA,43.0001,-85.6479,0,49
43.0003-71.3514,Destination-Auburn-NH,NH,USA,43.0003,-71.3514,0,03
43.0059-71.0132,Destination-East Derry-NH,NH,USA,43.0059,-71.0132,0,03
43.0059-96.4709,Destination-Hawarden-IA,IA,USA,43.0059,-96.4709,0,51
43.0063-73.8604,Destination-Ballston Spa-NY,NY,USA,43.0063,-73.8604,0,12
43.0112-83.6929,Destination-Flint-MI,MI,USA,43.0112,-83.6929,0,48
43.0113-87.9584,Destination-Milwaukee-WI,WI,USA,43.0113,-87.9584,0,53
43.0145-74.3847,Destination-Johnstown-NY,NY,USA,43.0145,-74.3847,0,12
43.0153-88.2092,Destination-Waukesha-WI,WI,USA,43.0153,-88.2092,0,53
43.0157-96.0616,Destination-Orange City-IA,IA,USA,43.0157,-96.0616,0,51
43.0214-76.1977,Destination-Syracuse-NY,NY,USA,43.0214,-76.1977,0,13
43.0233-78.7949,Destination-Buffalo-NY,NY,USA,43.0233,-78.7949,0,14
43.0246-78.5041,Destination-Akron-NY,NY,USA,43.0246,-78.5041,0,14
43.0252-78.7039,Destination-East Amherst-NY,NY,USA,43.0252,-78.7039,0,14
43.0253-78.7624,Destination-Getzville-NY,NY,USA,43.0253,-78.7624,0,14
43.0295-89.5053,Destination-Madison-WI,WI,USA,43.0295,-89.5053,0,53
43.0314-85.5503,Destination-Grand Rapids-MI,MI,USA,43.0314,-85.5503,0,49
43.0366-91.1184,Destination-Prairie Du Chien-WI,WI,USA,43.0366,-91.1184,0,53
43.0367-89.445,Destination-Madison-WI,WI,USA,43.0367,-89.445,0,53
